trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met,enrollment_rate,patients_per_site,enrollment_achievement_pct,is_multi_site,is_multi_region,size_category,duration_category,overall_success,enrollment_success_level
TRIAL-0719,Phase 3,Pancreatic Cancer,NovaCure Biotech,Double Blind,2020,2023,43,514,506,17,1,True,True,11.77,29.8,98.4,True,False,very large (400+),long(36mo+),True,Met Target
TRIAL-0720,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2022,2024,27,151,137,2,1,True,False,5.07,68.5,90.7,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0721,Phase 2,Lung Cancer,OncoPharm Therapeutics,Double Blind,2022,2025,39,132,131,7,1,True,True,3.36,18.7,99.2,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0722,Phase 3,Leukemia,Global BioResearch,Triple Blind,2019,2023,44,354,275,15,2,False,False,6.25,18.3,77.7,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0723,Phase 2,Prostate Cancer,OncoPharm Therapeutics,Single Blind,2021,2022,22,92,91,5,1,True,False,4.14,18.2,98.9,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0724,Phase 2,Lymphoma,Apex Oncology Labs,Open Label,2020,2023,43,135,128,7,1,True,True,2.98,18.3,94.8,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0725,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2021,2022,12,29,23,2,1,False,False,1.92,11.5,79.3,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0726,Phase 1,Melanoma,Helix Therapeutics,Open Label,2022,2023,15,33,32,3,1,True,False,2.13,10.7,97.0,True,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0727,Phase 3,Lung Cancer,NovaCure Biotech,Triple Blind,2019,2022,36,616,596,46,3,True,False,16.56,13.0,96.8,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0728,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2020,2023,37,88,79,3,1,False,True,2.14,26.3,89.8,True,False,medium (50-150),long(36mo+),False,Near Target
TRIAL-0729,Phase 4,Colorectal Cancer,Helix Therapeutics,Double Blind,2018,2021,30,129,125,5,2,True,False,4.17,25.0,96.9,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0730,Phase 1,Lymphoma,NovaCure Biotech,Single Blind,2018,2020,17,32,30,3,1,True,True,1.76,10.0,93.8,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0731,Phase 2,Breast Cancer,Clinical Research Group A,Double Blind,2019,2021,28,85,47,3,1,False,True,1.68,15.7,55.3,True,False,Small (<50),medium(18-36mo),False,Below Target
TRIAL-0732,Phase 4,Breast Cancer,NovaCure Biotech,Double Blind,2023,2026,33,76,75,3,1,True,True,2.27,25.0,98.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0733,Phase 2,Pancreatic Cancer,NovaCure Biotech,Double Blind,2019,2021,19,128,120,8,2,True,True,6.32,15.0,93.8,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0734,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2020,2024,47,105,103,4,1,True,True,2.19,25.8,98.1,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0735,Phase 4,Prostate Cancer,MedTrials International,Double Blind,2018,2022,50,167,163,15,3,True,True,3.26,10.9,97.6,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0736,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2020,2021,18,18,17,1,1,True,True,0.94,17.0,94.4,False,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0737,Phase 3,Prostate Cancer,Global BioResearch,Triple Blind,2023,2027,51,331,322,12,2,True,False,6.31,26.8,97.3,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0738,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2020,2022,26,105,100,3,1,True,True,3.85,33.3,95.2,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0739,Phase 2,Breast Cancer,OncoPharm Therapeutics,Single Blind,2022,2024,24,124,116,5,1,True,False,4.83,23.2,93.5,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0740,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2021,2026,62,324,290,7,1,False,True,4.68,41.4,89.5,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0741,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2023,2024,13,33,28,1,1,False,True,2.15,28.0,84.8,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0742,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2022,2023,20,22,21,3,1,True,True,1.05,7.0,95.5,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0743,Phase 2,Breast Cancer,Apex Oncology Labs,Open Label,2019,2021,24,75,69,2,1,True,True,2.88,34.5,92.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0744,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2022,2024,23,105,93,7,1,False,True,4.04,13.3,88.6,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0745,Phase 1,Melanoma,Global BioResearch,Open Label,2021,2022,12,38,36,1,1,True,False,3.0,36.0,94.7,False,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0746,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2022,2023,16,31,29,1,1,True,True,1.81,29.0,93.5,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0747,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2019,2021,24,15,13,3,1,False,True,0.54,4.3,86.7,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0748,Phase 4,Colorectal Cancer,NovaCure Biotech,Open Label,2023,2024,20,276,245,10,1,False,True,12.25,24.5,88.8,True,False,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0749,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2022,2024,32,152,148,3,1,True,False,4.62,49.3,97.4,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0750,Phase 2,Pancreatic Cancer,MedTrials International,Open Label,2019,2022,39,133,132,5,2,True,True,3.38,26.4,99.2,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0751,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2022,2025,29,116,114,8,2,True,False,3.93,14.2,98.3,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0752,Phase 3,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2019,2023,41,278,272,20,3,True,True,6.63,13.6,97.8,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0753,Phase 1,Prostate Cancer,NovaCure Biotech,Open Label,2018,2019,6,28,26,2,1,True,True,4.33,13.0,92.9,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0754,Phase 2,Melanoma,Global BioResearch,Open Label,2023,2026,29,94,93,6,2,True,False,3.21,15.5,98.9,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0755,Phase 2,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2023,2025,29,77,63,6,2,False,True,2.17,10.5,81.8,True,True,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0756,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2020,2024,42,610,503,33,2,False,False,11.98,15.2,82.5,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0757,Phase 1,Pancreatic Cancer,Clinical Research Group A,Single Blind,2020,2021,18,38,22,2,1,False,False,1.22,11.0,57.9,True,False,Small (<50),medium(18-36mo),False,Below Target
TRIAL-0758,Phase 3,Lymphoma,Global BioResearch,Triple Blind,2020,2023,38,431,414,20,1,True,False,10.89,20.7,96.1,True,False,very large (400+),long(36mo+),False,Met Target
TRIAL-0759,Phase 2,Lymphoma,OncoPharm Therapeutics,Open Label,2021,2024,42,103,96,7,2,True,True,2.29,13.7,93.2,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0760,Phase 2,Colorectal Cancer,Global BioResearch,Open Label,2021,2022,16,103,100,5,1,True,False,6.25,20.0,97.1,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0761,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2018,2023,60,343,327,19,2,True,True,5.45,17.2,95.3,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0762,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2021,2024,32,73,44,4,1,False,True,1.38,11.0,60.3,True,False,Small (<50),medium(18-36mo),False,Below Target
TRIAL-0763,Phase 1,Melanoma,NovaCure Biotech,Single Blind,2022,2024,20,26,24,1,1,True,True,1.2,24.0,92.3,False,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0764,Phase 2,Melanoma,Clinical Research Group A,Double Blind,2020,2023,37,82,79,7,2,True,True,2.14,11.3,96.3,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0765,Phase 3,Colorectal Cancer,Helix Therapeutics,Double Blind,2023,2027,51,428,392,15,2,True,True,7.69,26.1,91.6,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0766,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2020,2023,29,92,86,4,1,True,False,2.97,21.5,93.5,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0767,Phase 2,Colorectal Cancer,MedTrials International,Open Label,2020,2022,21,100,98,8,1,True,False,4.67,12.2,98.0,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0768,Phase 3,Melanoma,Clinical Research Group A,Double Blind,2022,2027,61,536,502,38,1,True,True,8.23,13.2,93.7,True,False,very large (400+),long(36mo+),True,Met Target
TRIAL-0769,Phase 1,Melanoma,Apex Oncology Labs,Open Label,2020,2021,19,15,13,2,1,False,True,0.68,6.5,86.7,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0770,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2022,2025,37,58,57,6,2,True,True,1.54,9.5,98.3,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0771,Phase 3,Lung Cancer,NovaCure Biotech,Double Blind,2019,2023,53,337,300,7,1,False,True,5.66,42.9,89.0,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0772,Phase 3,Colorectal Cancer,MedTrials International,Double Blind,2020,2023,43,465,444,48,3,True,True,10.33,9.2,95.5,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0773,Phase 3,Lung Cancer,Global BioResearch,Double Blind,2020,2022,30,338,332,9,2,True,True,11.07,36.9,98.2,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0774,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2021,2022,18,29,25,2,1,False,True,1.39,12.5,86.2,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0775,Phase 3,Breast Cancer,NovaCure Biotech,Double Blind,2020,2024,47,363,333,13,1,True,False,7.09,25.6,91.7,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0776,Phase 3,Prostate Cancer,Helix Therapeutics,Triple Blind,2018,2022,59,457,437,26,2,True,False,7.41,16.8,95.6,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0777,Phase 4,Leukemia,Apex Oncology Labs,Open Label,2018,2021,39,211,194,12,2,True,True,4.97,16.2,91.9,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0778,Phase 1,Prostate Cancer,Clinical Research Group A,Open Label,2019,2020,14,31,30,2,1,True,False,2.14,15.0,96.8,True,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0779,Phase 1,Prostate Cancer,Helix Therapeutics,Single Blind,2020,2021,8,22,21,2,1,True,True,2.62,10.5,95.5,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0780,Phase 3,Lung Cancer,Global BioResearch,Triple Blind,2022,2024,30,327,322,17,2,True,True,10.73,18.9,98.5,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0781,Phase 4,Lung Cancer,NovaCure Biotech,Open Label,2020,2022,20,205,204,9,1,True,True,10.2,22.7,99.5,True,False,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0782,Phase 1,Leukemia,NovaCure Biotech,Open Label,2021,2023,17,43,36,2,1,False,True,2.12,18.0,83.7,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0783,Phase 4,Pancreatic Cancer,Global BioResearch,Double Blind,2021,2024,43,259,227,14,3,False,True,5.28,16.2,87.6,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0784,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021,2025,44,464,452,15,3,True,True,10.27,30.1,97.4,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0785,Phase 2,Lung Cancer,OncoPharm Therapeutics,Open Label,2018,2020,25,113,105,5,2,True,True,4.2,21.0,92.9,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0786,Phase 4,Leukemia,Global BioResearch,Double Blind,2021,2024,27,132,120,5,1,True,True,4.44,24.0,90.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0787,Phase 3,Melanoma,MedTrials International,Triple Blind,2023,2027,50,230,206,17,2,False,False,4.12,12.1,89.6,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0788,Phase 2,Colorectal Cancer,MedTrials International,Single Blind,2020,2023,31,122,118,2,1,True,True,3.81,59.0,96.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0789,Phase 4,Breast Cancer,OncoPharm Therapeutics,Double Blind,2023,2027,52,150,142,8,1,True,True,2.73,17.8,94.7,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0790,Phase 3,Colorectal Cancer,Apex Oncology Labs,Double Blind,2023,2027,41,331,274,8,2,False,True,6.68,34.2,82.8,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0791,Phase 2,Melanoma,Clinical Research Group A,Single Blind,2020,2022,22,57,45,6,1,False,True,2.05,7.5,78.9,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0792,Phase 3,Lymphoma,OncoPharm Therapeutics,Double Blind,2021,2023,29,534,445,35,3,False,True,15.34,12.7,83.3,True,True,very large (400+),medium(18-36mo),False,Near Target
TRIAL-0793,Phase 2,Melanoma,Clinical Research Group A,Open Label,2023,2025,22,65,63,5,1,True,False,2.86,12.6,96.9,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0794,Phase 2,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021,2023,23,129,124,6,1,True,True,5.39,20.7,96.1,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0795,Phase 1,Melanoma,NovaCure Biotech,Open Label,2022,2024,18,34,32,2,1,True,False,1.78,16.0,94.1,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0796,Phase 2,Breast Cancer,OncoPharm Therapeutics,Double Blind,2020,2023,35,166,164,9,2,True,True,4.69,18.2,98.8,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0797,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2021,2025,52,338,300,16,3,False,False,5.77,18.8,88.8,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0798,Phase 1,Melanoma,Helix Therapeutics,Open Label,2018,2020,22,38,33,3,1,False,True,1.5,11.0,86.8,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0799,Phase 1,Leukemia,OncoPharm Therapeutics,Open Label,2022,2023,16,41,40,8,1,True,True,2.5,5.0,97.6,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0800,Phase 2,Breast Cancer,Apex Oncology Labs,Single Blind,2018,2021,30,93,90,5,1,True,False,3.0,18.0,96.8,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0801,Phase 1,Pancreatic Cancer,Helix Therapeutics,Single Blind,2020,2021,19,26,23,3,1,False,True,1.21,7.7,88.5,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0802,Phase 4,Prostate Cancer,NovaCure Biotech,Double Blind,2022,2024,30,148,136,8,1,True,True,4.53,17.0,91.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0803,Phase 2,Lymphoma,MedTrials International,Open Label,2023,2026,35,109,105,7,2,True,True,3.0,15.0,96.3,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0804,Phase 2,Pancreatic Cancer,NovaCure Biotech,Open Label,2020,2023,28,110,105,8,1,True,True,3.75,13.1,95.5,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0805,Phase 3,Leukemia,Global BioResearch,Double Blind,2021,2026,57,418,303,13,2,False,False,5.32,23.3,72.5,True,True,large (150-400),long(36mo+),False,Below Target
TRIAL-0806,Phase 3,Colorectal Cancer,Helix Therapeutics,Double Blind,2023,2027,48,499,491,44,2,True,False,10.23,11.2,98.4,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0807,Phase 3,Lymphoma,Helix Therapeutics,Double Blind,2020,2024,50,373,359,6,1,True,True,7.18,59.8,96.2,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0808,Phase 3,Melanoma,MedTrials International,Double Blind,2018,2021,34,127,121,4,2,True,False,3.56,30.2,95.3,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0809,Phase 2,Melanoma,Clinical Research Group A,Open Label,2021,2023,23,100,95,7,2,True,True,4.13,13.6,95.0,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0810,Phase 1,Melanoma,NovaCure Biotech,Open Label,2021,2022,13,43,36,2,1,False,True,2.77,18.0,83.7,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0811,Phase 2,Breast Cancer,Apex Oncology Labs,Double Blind,2019,2021,25,154,139,4,2,True,True,5.56,34.8,90.3,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0812,Phase 3,Breast Cancer,OncoPharm Therapeutics,Triple Blind,2020,2023,46,489,487,20,2,True,False,10.59,24.4,99.6,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0813,Phase 3,Lung Cancer,NovaCure Biotech,Triple Blind,2022,2026,39,362,361,9,1,True,False,9.26,40.1,99.7,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0814,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2022,2024,29,115,113,3,1,True,False,3.9,37.7,98.3,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0815,Phase 2,Lymphoma,MedTrials International,Double Blind,2021,2023,23,34,31,1,1,True,True,1.35,31.0,91.2,False,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0816,Phase 1,Melanoma,NovaCure Biotech,Open Label,2018,2019,15,33,31,3,1,True,True,2.07,10.3,93.9,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0817,Phase 4,Leukemia,Helix Therapeutics,Single Blind,2019,2022,38,206,187,12,3,True,False,4.92,15.6,90.8,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0818,Phase 3,Breast Cancer,Clinical Research Group A,Triple Blind,2023,2026,47,397,388,6,2,True,False,8.26,64.7,97.7,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0819,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2023,2026,36,422,418,38,3,True,False,11.61,11.0,99.1,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0820,Phase 3,Lymphoma,OncoPharm Therapeutics,Triple Blind,2020,2023,41,530,471,40,3,False,False,11.49,11.8,88.9,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0821,Phase 3,Melanoma,Global BioResearch,Triple Blind,2023,2025,26,321,313,10,2,True,False,12.04,31.3,97.5,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0822,Phase 2,Breast Cancer,Apex Oncology Labs,Double Blind,2021,2023,18,114,83,8,2,False,True,4.61,10.4,72.8,True,True,medium (50-150),medium(18-36mo),False,Below Target
TRIAL-0823,Phase 3,Lymphoma,MedTrials International,Double Blind,2022,2025,46,192,151,10,2,False,True,3.28,15.1,78.6,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0824,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2019,2022,33,367,310,6,2,False,False,9.39,51.7,84.5,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0825,Phase 1,Lymphoma,Global BioResearch,Open Label,2022,2023,18,33,32,2,1,True,True,1.78,16.0,97.0,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0826,Phase 2,Colorectal Cancer,MedTrials International,Double Blind,2020,2022,24,139,121,5,2,False,False,5.04,24.2,87.1,True,True,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0827,Phase 1,Colorectal Cancer,Clinical Research Group A,Open Label,2020,2021,17,30,23,2,1,False,True,1.35,11.5,76.7,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0828,Phase 1,Lymphoma,MedTrials International,Single Blind,2018,2019,12,32,30,1,1,True,True,2.5,30.0,93.8,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0829,Phase 2,Lung Cancer,NovaCure Biotech,Open Label,2018,2020,28,63,62,7,2,True,True,2.21,8.9,98.4,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0830,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2018,2020,34,40,39,3,1,True,True,1.15,13.0,97.5,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0831,Phase 3,Pancreatic Cancer,MedTrials International,Double Blind,2019,2022,43,314,300,8,1,True,False,6.98,37.5,95.5,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0832,Phase 2,Pancreatic Cancer,NovaCure Biotech,Open Label,2019,2020,18,96,94,8,1,True,False,5.22,11.8,97.9,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0833,Phase 2,Lymphoma,MedTrials International,Open Label,2019,2021,22,88,84,4,2,True,False,3.82,21.0,95.5,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0834,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2020,2023,31,135,100,3,1,False,False,3.23,33.3,74.1,True,False,medium (50-150),medium(18-36mo),False,Below Target
TRIAL-0835,Phase 3,Lymphoma,Clinical Research Group A,Double Blind,2018,2022,60,518,502,19,1,True,False,8.37,26.4,96.9,True,False,very large (400+),long(36mo+),False,Met Target
TRIAL-0836,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2023,2024,24,57,47,8,1,False,True,1.96,5.9,82.5,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0837,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2022,2024,35,70,68,3,1,True,True,1.94,22.7,97.1,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0838,Phase 1,Pancreatic Cancer,Apex Oncology Labs,Single Blind,2018,2020,22,16,14,1,1,False,True,0.64,14.0,87.5,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0839,Phase 1,Lung Cancer,Apex Oncology Labs,Open Label,2021,2023,24,28,27,1,1,True,True,1.12,27.0,96.4,False,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0840,Phase 2,Melanoma,Helix Therapeutics,Double Blind,2021,2023,26,66,64,4,1,True,False,2.46,16.0,97.0,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0841,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2021,2023,27,78,75,7,2,True,True,2.78,10.7,96.2,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0842,Phase 1,Breast Cancer,NovaCure Biotech,Open Label,2021,2022,14,27,26,3,1,True,False,1.86,8.7,96.3,True,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0843,Phase 4,Breast Cancer,NovaCure Biotech,Single Blind,2018,2020,22,219,209,20,2,True,True,9.5,10.4,95.4,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0844,Phase 2,Prostate Cancer,MedTrials International,Open Label,2022,2023,16,104,99,8,1,True,False,6.19,12.4,95.2,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0845,Phase 2,Breast Cancer,Helix Therapeutics,Double Blind,2021,2022,15,128,125,3,1,True,False,8.33,41.7,97.7,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0846,Phase 3,Leukemia,OncoPharm Therapeutics,Double Blind,2022,2026,50,380,367,8,1,True,True,7.34,45.9,96.6,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0847,Phase 1,Pancreatic Cancer,MedTrials International,Open Label,2021,2023,18,29,28,2,1,True,True,1.56,14.0,96.6,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0848,Phase 1,Breast Cancer,Clinical Research Group A,Open Label,2020,2022,20,38,36,2,1,True,False,1.8,18.0,94.7,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0849,Phase 3,Colorectal Cancer,Global BioResearch,Triple Blind,2018,2024,64,360,304,14,2,False,False,4.75,21.7,84.4,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0850,Phase 2,Lung Cancer,NovaCure Biotech,Open Label,2021,2023,31,121,120,3,1,True,False,3.87,40.0,99.2,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0851,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2019,2021,24,46,39,3,1,False,True,1.62,13.0,84.8,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0852,Phase 2,Melanoma,Clinical Research Group A,Double Blind,2020,2022,22,57,56,4,2,True,True,2.55,14.0,98.2,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0853,Phase 3,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2021,2025,46,500,486,42,1,True,True,10.57,11.6,97.2,True,False,very large (400+),long(36mo+),True,Met Target
TRIAL-0854,Phase 2,Lung Cancer,OncoPharm Therapeutics,Double Blind,2023,2026,27,116,107,5,2,True,True,3.96,21.4,92.2,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0855,Phase 2,Lung Cancer,Apex Oncology Labs,Single Blind,2021,2024,35,89,86,2,1,True,False,2.46,43.0,96.6,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0856,Phase 3,Melanoma,MedTrials International,Double Blind,2018,2022,50,446,400,42,2,False,False,8.0,9.5,89.7,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0857,Phase 2,Lymphoma,NovaCure Biotech,Open Label,2020,2023,37,126,118,7,2,True,True,3.19,16.9,93.7,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0858,Phase 3,Breast Cancer,OncoPharm Therapeutics,Double Blind,2019,2022,38,266,244,19,1,True,True,6.42,12.8,91.7,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0859,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2021,2026,54,340,315,19,3,True,True,5.83,16.6,92.6,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0860,Phase 4,Colorectal Cancer,Global BioResearch,Open Label,2018,2020,23,225,201,13,3,False,True,8.74,15.5,89.3,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0861,Phase 2,Breast Cancer,Global BioResearch,Double Blind,2023,2026,27,165,162,19,2,True,False,6.0,8.5,98.2,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0862,Phase 2,Leukemia,Clinical Research Group A,Double Blind,2020,2022,29,92,88,7,2,True,True,3.03,12.6,95.7,True,True,medium (50-150),medium(18-36mo),True,Met Target
