nct_id,title,cancer_type,sponsor,phase,status,enrollment,start_date,completion_date,duration_months,blinding,allocation,intervention_model,number_of_sites,regions,dropout_rate_percent,sae_per_100_patients,primary_endpoint_met,start_year,completion_year,enrollment_category,complexity_score,region_count,enrollment_per_site,enrollment_rate,expected_duration,completed_on_time,trial_success,estimated_cost_millions,cost_per_patient_thousands
NCT2018000350,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,AbbVie,Phase 1,Completed,27,2015-01-25,2016-05-19,16,Single Blind,Non-Randomized,Parallel Assignment,2,"North America, South America",2.3,4.9,True,2015,2016,Very Small (<30),3,2,13.5,1.69,18.0,True,True,1.68,62.2
NCT2018000351,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Sanofi,Phase 1,Completed,23,2017-03-17,2019-07-05,28,Triple Blind,Randomized,Single Group Assignment,2,"South America, Asia, Australia, Europe",12.1,2.9,True,2017,2019,Very Small (<30),7,4,11.5,0.82,18.0,False,False,2.87,124.8
NCT2018000352,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Roche,Phase 4,Completed,247,2022-11-24,2026-07-06,44,Double Blind,Randomized,Single Group Assignment,30,"Asia, South America",10.1,13.8,True,2022,2026,Medium (100-300),5,2,8.2,5.61,34.0,False,False,66.74,270.2
NCT2018000353,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Bristol-Myers Squibb,Phase 3,Completed,518,2020-07-09,2022-12-26,30,Open Label,Randomized,Single Group Assignment,68,"Asia, Australia, Europe",12.5,15.1,True,2020,2022,Very Large (500+),4,3,7.6,17.27,48.0,True,True,103.55,199.9
NCT2018000354,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Sanofi,Phase 3,Completed,444,2019-01-25,2023-07-03,54,Single Blind,Randomized,Parallel Assignment,10,"Europe, South America",18.4,10.6,False,2019,2023,Large (300-500),5,2,44.4,8.22,48.0,False,False,28.33,63.8
NCT2018000355,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 2,Completed,137,2021-07-08,2023-11-25,29,Open Label,Randomized,Parallel Assignment,6,Australia,8.8,4.8,False,2021,2023,Medium (100-300),3,1,22.8,4.72,29.0,True,False,9.11,66.5
NCT2018000356,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Roche,Phase 2,Completed,85,2017-05-04,2018-07-28,15,Double Blind,Non-Randomized,Parallel Assignment,9,North America,13.9,3.7,True,2017,2018,Small (30-100),3,1,9.4,5.67,29.0,True,True,7.0,82.4
NCT2018000357,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Roche,Early Phase 1,Completed,40,2016-05-09,2018-04-29,24,Open Label,Randomized,Parallel Assignment,1,South America,33.8,15.5,True,2016,2018,Small (30-100),3,1,40.0,1.67,19.0,False,False,1.32,33.0
NCT2018000358,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,AstraZeneca,Phase 2,Completed,52,2022-12-26,2024-09-16,21,Open Label,Randomized,Crossover Assignment,4,South America,32.5,15.1,True,2022,2024,Small (30-100),5,1,13.0,2.48,29.0,True,True,4.36,83.8
NCT2018000359,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 2,Completed,50,2021-01-04,2024-01-19,37,Quadruple Blind,Non-Randomized,Parallel Assignment,9,North America,25.3,5.3,True,2021,2024,Small (30-100),5,1,5.6,1.35,29.0,False,False,16.8,336.0
NCT2018000360,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AbbVie,Phase 3,Completed,452,2018-08-13,2020-08-02,24,Double Blind,Randomized,Parallel Assignment,30,"Australia, North America, Europe",20.5,7.0,True,2018,2020,Large (300-500),7,3,15.1,18.83,48.0,True,True,37.36,82.7
NCT2018000361,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 2,Completed,129,2018-02-08,2020-02-28,25,Double Blind,Randomized,Parallel Assignment,6,"South America, Europe",21.0,12.9,True,2018,2020,Medium (100-300),6,2,21.5,5.16,29.0,True,True,7.89,61.2
NCT2018000362,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Sanofi,Phase 1,Completed,14,2017-06-25,2018-10-18,16,Open Label,Randomized,Parallel Assignment,3,"North America, Australia",18.1,17.4,True,2017,2018,Very Small (<30),4,2,4.7,0.88,18.0,True,True,2.44,174.3
NCT2018000363,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Novartis,Phase 1,Completed,11,2017-08-08,2019-09-27,26,Single Blind,Randomized,Single Group Assignment,2,"South America, Europe, North America",23.0,17.5,True,2017,2019,Very Small (<30),5,3,5.5,0.42,18.0,False,False,2.63,239.1
NCT2018000364,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Bristol-Myers Squibb,Phase 2,Completed,109,2015-08-23,2018-12-05,40,Single Blind,Randomized,Single Group Assignment,5,"Australia, Asia",19.4,4.1,True,2015,2018,Medium (100-300),4,2,21.8,2.72,29.0,False,False,10.33,94.8
NCT2018000365,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,AbbVie,Phase 2,Completed,161,2017-02-17,2020-03-03,37,Open Label,Randomized,Parallel Assignment,7,"Australia, South America",17.7,13.1,False,2017,2020,Medium (100-300),4,2,23.0,4.35,29.0,False,False,13.43,83.4
NCT2018000366,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,AstraZeneca,Phase 4,Completed,270,2018-06-24,2021-05-09,35,Open Label,Single Group,Crossover Assignment,16,"South America, Europe",15.8,22.0,True,2018,2021,Medium (100-300),4,2,16.9,7.71,34.0,False,False,28.81,106.7
NCT2018000367,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AstraZeneca,Phase 2,Completed,178,2016-02-17,2018-08-05,30,Double Blind,Randomized,Sequential Assignment,4,"Europe, North America, Australia, South America",21.8,19.1,True,2016,2018,Medium (100-300),8,4,44.5,5.93,29.0,False,False,6.53,36.7
NCT2018000368,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,MD Anderson,Phase 2,Completed,167,2022-09-20,2024-11-08,26,Double Blind,Randomized,Parallel Assignment,3,Europe,43.9,10.7,False,2022,2024,Medium (100-300),5,1,55.7,6.42,29.0,True,False,4.4,26.3
NCT2018000369,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Sanofi,Phase 4,Completed,324,2015-06-18,2019-03-29,46,Double Blind,Single Group,Crossover Assignment,11,"Asia, North America, Australia",20.0,0.3,True,2015,2019,Large (300-500),7,3,29.5,7.04,34.0,False,False,26.27,81.1
NCT2018000370,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,AbbVie,Phase 2,Completed,88,2016-02-24,2017-03-20,13,Open Label,Randomized,Parallel Assignment,5,"Europe, South America",15.3,23.2,False,2016,2017,Small (30-100),4,2,17.6,6.77,29.0,True,False,3.51,39.9
NCT2018000371,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,AstraZeneca,Phase 3,Completed,388,2022-12-22,2026-05-05,41,Single Blind,Randomized,Crossover Assignment,27,"Asia, Europe",25.1,3.3,True,2022,2026,Large (300-500),7,2,14.4,9.46,48.0,True,True,56.51,145.6
NCT2018000372,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 2,Completed,124,2020-06-14,2022-10-02,28,Triple Blind,Randomized,Single Group Assignment,5,"Europe, South America",15.8,4.9,False,2020,2022,Medium (100-300),6,2,24.8,4.43,29.0,True,False,7.37,59.4
NCT2018000373,A Study of Novel Therapy in Patients With Melanoma,Melanoma,AstraZeneca,Phase 4,Completed,220,2022-08-13,2026-04-24,45,Open Label,Randomized,Parallel Assignment,10,"Asia, North America",15.3,5.4,True,2022,2026,Medium (100-300),4,2,22.0,4.89,34.0,False,False,23.16,105.3
NCT2018000374,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 1,Completed,23,2019-09-17,2021-05-09,20,Double Blind,Single Group,Parallel Assignment,1,"Europe, Australia",22.8,4.4,True,2019,2021,Very Small (<30),4,2,23.0,1.15,18.0,False,False,1.07,46.5
NCT2018000375,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Merck,Phase 4,Completed,185,2019-05-03,2020-09-24,17,Double Blind,Randomized,Parallel Assignment,3,"South America, Europe, Australia",13.8,7.9,False,2019,2020,Medium (100-300),7,3,61.7,10.88,34.0,True,False,3.1,16.8
NCT2018000376,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Novartis,Phase 3,Completed,471,2019-01-24,2022-03-09,38,Triple Blind,Randomized,Crossover Assignment,20,"South America, Australia",34.9,6.9,False,2019,2022,Large (300-500),9,2,23.6,12.39,48.0,True,False,39.41,83.7
NCT2018000377,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Mayo Clinic,Phase 1,Completed,20,2015-11-25,2017-06-17,19,Double Blind,Randomized,Single Group Assignment,2,"Europe, Asia",29.1,8.1,True,2015,2017,Very Small (<30),5,2,10.0,1.05,18.0,False,False,1.96,98.0
NCT2018000378,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,MD Anderson,Phase 1,Completed,16,2021-08-25,2023-10-14,26,Double Blind,Randomized,Parallel Assignment,2,"Europe, Australia, South America",20.1,40.6,True,2021,2023,Very Small (<30),7,3,8.0,0.62,18.0,False,False,2.65,165.6
NCT2018000379,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AbbVie,Phase 2,Completed,96,2021-05-03,2022-04-28,12,Single Blind,Randomized,Single Group Assignment,4,"Europe, South America",21.9,7.6,True,2021,2022,Small (30-100),4,2,24.0,8.0,29.0,True,True,2.69,28.0
NCT2018000380,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,National Cancer Institute,Phase 2,Completed,74,2018-04-03,2021-02-16,35,Open Label,Randomized,Single Group Assignment,3,South America,34.6,10.9,True,2018,2021,Small (30-100),2,1,24.7,2.11,29.0,False,False,5.47,73.9
NCT2018000381,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 2,Completed,88,2015-05-06,2018-06-19,38,Quadruple Blind,Non-Randomized,Factorial Assignment,9,"South America, North America",26.7,19.3,False,2015,2018,Small (30-100),9,2,9.8,2.32,29.0,False,False,17.36,197.3
NCT2018000382,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AstraZeneca,Phase 1,Completed,24,2017-12-28,2019-04-22,16,Open Label,Non-Randomized,Parallel Assignment,3,"Asia, North America, Europe, South America",21.1,6.7,True,2017,2019,Very Small (<30),3,4,8.0,1.5,18.0,True,True,2.47,102.9
NCT2018000383,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Merck,Phase 2,Completed,176,2018-04-18,2022-01-27,46,Double Blind,Randomized,Parallel Assignment,4,"North America, South America, Asia",47.3,22.0,False,2018,2022,Medium (100-300),7,3,44.0,3.83,29.0,False,False,9.73,55.3
NCT2018000384,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Roche,Phase 2,Completed,53,2015-05-07,2016-09-28,17,Triple Blind,Non-Randomized,Parallel Assignment,2,Asia,25.3,5.3,False,2015,2016,Small (30-100),4,1,26.5,3.12,29.0,True,False,1.86,35.1
NCT2018000385,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Phase 4,Completed,111,2015-05-28,2018-07-11,38,Triple Blind,Randomized,Factorial Assignment,10,"North America, Asia, Europe, Australia, South America",37.4,18.5,True,2015,2018,Medium (100-300),11,5,11.1,2.92,34.0,False,False,19.33,174.1
NCT2018000386,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Mayo Clinic,Early Phase 1,Completed,26,2015-01-08,2016-09-29,21,Quadruple Blind,Randomized,Parallel Assignment,3,Asia,7.3,6.5,True,2015,2016,Very Small (<30),7,1,8.7,1.24,19.0,False,False,3.23,124.2
NCT2018000387,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 2,Completed,121,2019-01-21,2022-07-04,42,Open Label,Randomized,Factorial Assignment,2,"Asia, Europe, North America, South America",9.7,8.1,False,2019,2022,Medium (100-300),8,4,60.5,2.88,29.0,False,False,4.56,37.7
NCT2018000388,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Mayo Clinic,Phase 3,Completed,263,2021-09-22,2024-11-05,38,Double Blind,Non-Randomized,Parallel Assignment,17,"South America, Asia",22.9,0.8,False,2021,2024,Medium (100-300),4,2,15.5,6.92,48.0,True,False,33.09,125.8
NCT2018000389,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Roche,Phase 2,Completed,10,2018-11-05,2020-11-24,25,Double Blind,Non-Randomized,Parallel Assignment,1,"Australia, Europe",8.1,9.3,True,2018,2020,Very Small (<30),4,2,10.0,0.4,29.0,True,True,1.28,128.0
NCT2018000390,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,MD Anderson,Phase 4,Completed,29,2017-06-03,2020-05-18,36,Double Blind,Single Group,Parallel Assignment,2,"Europe, North America, Australia",49.0,25.2,False,2017,2020,Very Small (<30),5,3,14.5,0.81,34.0,False,False,3.69,127.2
NCT2018000391,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Bristol-Myers Squibb,Phase 2,Completed,98,2022-12-27,2025-01-15,25,Triple Blind,Single Group,Parallel Assignment,5,Europe,10.7,5.9,True,2022,2025,Small (30-100),4,1,19.6,3.92,29.0,True,True,6.54,66.7
NCT2018000392,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Bristol-Myers Squibb,Early Phase 1,Completed,13,2018-10-08,2020-11-26,26,Open Label,Randomized,Parallel Assignment,2,Australia,14.6,14.2,True,2018,2020,Very Small (<30),3,1,6.5,0.5,19.0,False,False,2.64,203.1
NCT2018000393,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Johnson & Johnson,Phase 3,Completed,373,2022-08-05,2027-05-11,58,Open Label,Randomized,Parallel Assignment,10,"South America, Europe, Asia, North America",13.2,7.9,False,2022,2027,Large (300-500),5,4,37.3,6.43,48.0,False,False,30.12,80.8
NCT2018000394,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,National Cancer Institute,Phase 1,Completed,24,2022-12-11,2024-09-01,21,Triple Blind,Single Group,Parallel Assignment,1,"South America, Asia",13.0,16.5,True,2022,2024,Very Small (<30),5,2,24.0,1.14,18.0,False,False,1.12,46.7
NCT2018000395,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,National Cancer Institute,Phase 4,Completed,128,2015-09-04,2019-07-15,47,Single Blind,Non-Randomized,Parallel Assignment,5,"South America, North America",19.7,5.0,True,2015,2019,Medium (100-300),3,2,25.6,2.72,34.0,False,False,12.13,94.8
NCT2018000396,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Pfizer,Phase 2,Completed,90,2018-05-15,2020-02-04,21,Single Blind,Randomized,Crossover Assignment,9,Asia,5.1,7.2,True,2018,2020,Small (30-100),6,1,10.0,4.29,29.0,True,True,9.72,108.0
NCT2018000397,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Roche,Phase 1,Completed,28,2022-11-15,2023-10-11,11,Open Label,Randomized,Parallel Assignment,3,"Australia, Europe, South America, Asia",47.0,18.8,True,2022,2023,Very Small (<30),5,4,9.3,2.55,18.0,True,True,1.73,61.8
NCT2018000398,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,National Cancer Institute,Phase 1,Completed,32,2018-08-03,2020-06-23,23,Open Label,Non-Randomized,Sequential Assignment,1,"North America, Australia, South America",26.2,25.5,True,2018,2020,Small (30-100),4,3,32.0,1.39,18.0,False,False,1.25,39.1
NCT2018000399,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AbbVie,Phase 3,Completed,570,2021-12-26,2024-07-13,31,Quadruple Blind,Non-Randomized,Parallel Assignment,55,"Europe, Asia",11.8,20.9,False,2021,2024,Very Large (500+),6,2,10.4,18.39,48.0,True,False,86.96,152.6
NCT2018000400,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Roche,Phase 3,Completed,361,2017-03-25,2021-06-02,51,Double Blind,Randomized,Parallel Assignment,24,Europe,58.8,8.7,True,2017,2021,Large (300-500),5,1,15.0,7.08,48.0,False,False,62.28,172.5
NCT2018000401,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Pfizer,Phase 1,Completed,34,2019-01-15,2020-07-08,18,Single Blind,Randomized,Crossover Assignment,3,"Europe, Australia, Asia, South America",41.2,10.2,True,2019,2020,Small (30-100),8,4,11.3,1.89,18.0,True,True,2.8,82.4
NCT2018000402,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,National Cancer Institute,Phase 2,Completed,150,2015-04-18,2017-07-06,27,Open Label,Non-Randomized,Crossover Assignment,5,Europe,29.3,9.0,True,2015,2017,Medium (100-300),3,1,30.0,5.56,29.0,True,True,7.2,48.0
NCT2018000403,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Pfizer,Phase 2,Completed,160,2019-06-03,2022-05-18,36,Open Label,Randomized,Parallel Assignment,6,"Australia, Europe",19.9,10.1,False,2019,2022,Medium (100-300),4,2,26.7,4.44,29.0,False,False,11.28,70.5
NCT2018000404,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 3,Completed,213,2016-05-11,2020-03-21,47,Single Blind,Randomized,Parallel Assignment,23,"North America, Asia, Europe",26.1,30.2,True,2016,2020,Medium (100-300),6,3,9.3,4.53,48.0,True,True,54.69,256.8
NCT2018000405,A Study of Novel Therapy in Patients With Melanoma,Melanoma,AstraZeneca,Phase 3,Completed,472,2021-09-07,2023-08-28,24,Double Blind,Non-Randomized,Parallel Assignment,30,"North America, South America",35.2,2.7,False,2021,2023,Large (300-500),4,2,15.7,19.67,48.0,True,False,37.42,79.3
NCT2018000406,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Bristol-Myers Squibb,Phase 3,Completed,190,2021-10-28,2024-05-15,31,Single Blind,Randomized,Factorial Assignment,7,"Australia, South America, Asia, Europe",18.9,0.2,True,2021,2024,Medium (100-300),9,4,27.1,6.13,48.0,True,True,11.42,60.1
NCT2018000407,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Merck,Phase 1,Completed,37,2019-04-01,2020-06-24,15,Open Label,Randomized,Crossover Assignment,3,"Australia, South America, Europe",9.5,9.6,True,2019,2020,Small (30-100),7,3,12.3,2.47,18.0,True,True,2.36,63.8
NCT2018000408,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Merck,Phase 2,Completed,117,2015-11-07,2018-03-26,29,Double Blind,Randomized,Parallel Assignment,6,"Asia, North America",10.8,3.5,True,2015,2018,Medium (100-300),6,2,19.5,4.03,29.0,True,True,9.05,77.4
NCT2018000409,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Mayo Clinic,Phase 2,Completed,86,2015-03-07,2017-09-22,31,Single Blind,Randomized,Single Group Assignment,9,"Europe, South America, North America",9.0,5.1,True,2015,2017,Small (30-100),5,3,9.6,2.77,29.0,False,False,14.21,165.2
NCT2018000410,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,AstraZeneca,Phase 4,Completed,217,2022-07-24,2023-04-20,9,Open Label,Randomized,Single Group Assignment,20,"North America, Europe",28.9,18.7,True,2022,2023,Medium (100-300),3,2,10.8,24.11,34.0,True,True,9.65,44.5
NCT2018000411,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Phase 2,Completed,88,2017-05-27,2019-03-18,22,Open Label,Single Group,Single Group Assignment,4,"South America, Europe",47.8,2.7,True,2017,2019,Small (30-100),1,2,22.0,4.0,29.0,True,True,4.66,53.0
NCT2018000412,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Mayo Clinic,Phase 4,Completed,168,2020-12-02,2022-08-24,21,Open Label,Randomized,Sequential Assignment,7,"Asia, Europe",23.9,10.6,True,2020,2022,Medium (100-300),5,2,24.0,8.0,34.0,True,True,7.85,46.7
NCT2018000413,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 1,Completed,27,2018-02-15,2019-12-07,22,Double Blind,Non-Randomized,Sequential Assignment,1,South America,3.6,4.4,True,2018,2019,Very Small (<30),4,1,27.0,1.23,18.0,False,False,1.18,43.7
NCT2018000414,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Roche,Phase 2,Completed,172,2016-09-22,2018-12-11,27,Quadruple Blind,Randomized,Parallel Assignment,8,"Australia, North America, South America",15.1,9.3,True,2016,2018,Medium (100-300),9,3,21.5,6.37,29.0,True,True,11.32,65.8
NCT2018000415,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Novartis,Phase 1,Completed,23,2020-08-02,2022-02-23,19,Open Label,Non-Randomized,Single Group Assignment,1,"Asia, Europe",12.1,1.2,True,2020,2022,Very Small (<30),1,2,23.0,1.21,18.0,False,False,1.02,44.3
